title,date,summary,elapsed_time
워런 버핏의 선견지명?…이미 주식 팔고 현금 확보했다,2024.08.05. 오후 5:15,"
● 중국 인민해방군이 북부전구와 남부전구 사령관을 교체했습니다. 황밍은 북부전구 사령관으로, 우야난은 남부전구 사령관으로 임명되었습니다. 부패 혐의를 받는 군 수뇌부도 처벌되고 후속 인사가 진행 중입니다. 인민해방군은 5개 전구로 구성되며, 각 전구는 육·해·공군을 포함하고 있습니다. 동부 전구는 대만 봉쇄 군사훈련을 강행하고, 남부 전구는 남중국해 영유권을 강화하기 위한 군사 훈련을 주도합니다.",23.750857830047607
"中 인민해방군, 남부 이어 북부전구 사령관 교체... 왜?",2024.08.05. 오후 5:09,"● 과기정통부가 스테이지엑스의 주파수 선정을 취소했다. 스테이지엑스는 자본금 납입 등 필요 사항을 지키지 않아 주파수 할당이 취소됐고, 430억원을 반환했다. 이로 인해 스테이지엑스는 법적 대응을 예고했고, 시민단체는 정책 실패에 대한 책임을 물을 소송을 준비 중이다. 정부도 제4이통사 출범 실패에 대한 책임론이 제기되며, 과기정통부는 통신정책을 재검토하고 신규 주파수 입찰기업 선정 과정을 보완할 예정이다.",24.299754858016968
"“이란, 지중해 가스전 타격 유력…미군도 공격 대상”",2024.08.05. 오후 5:13,"
● 이스라엘의 방공 시스템 ‘아이언돔’이 레바논 헤즈볼라의 로켓을 요격했다. 이란의 보복 공격이 예상되며 레바논, 예멘, 이라크 세력이 공격에 참여할 것으로 예측된다. 이스라엘의 방어망을 무력화하기 위해 미사일과 드론을 투하할 것으로 보인다. 이란은 이스라엘의 안보를 위협하고 주요 시설과 미군을 공격할 것으로 전망된다. 이란과 헤즈볼라의 이스라엘 공격이 이르면 24~48시간 내 시작될 수 있다는 보도도 나왔다.",24.382201671600342
통신비 인하 유도한다던 제4이통사 무산…남은 건 줄소송,2024.08.05. 오후 6:25,"● 지난해 12월 한국재료연구원장 공모에 지원했다가 자진 철회한 과기정통부 장관 후보자가 7개월 후 임명됐다. 유 후보자의 지원 이유는 제자들의 논문 지도였으며, 논문 지도를 위해 공모를 철회했다고 설명했다. 그러나 이 같은 선택은 이례적이었고, 뒷말이 의아했다는 반응이 나왔다.8일 유 후보자에 대한 인사청문회가 예정돼 있다.",24.566190719604492
"파랗게 질린 블랙먼데이, 와르르 무너진 보안株",2024.08.05. 오후 5:45,"● 한국 증시가 미국 경기침체 우려로 4년5개월 만에 최악의 블랙먼데이를 맞았다. 코스피는 8%, 코스닥은 11% 폭락해 시가총액 235조원이 증발했다. 보안주들도 10% 이상 하락하며 충격이 계속되고 있다. 전세계 IT 대란 영향으로 주가 수혜를 받았던 보안주들도 주가가 급락했고, 대다수 보안기업들 주가가 크게 하락했다. 아시아 주요 경제 지표도 하락했다.",24.982131958007812
"유상임 장관 후보자, 재료연 원장 포기 후 과기정통부 장관 후보자 지명",2024.08.05. 오후 5:35,● 야당의 이진숙 위원장 탄핵 소추안에 대해 김태규 방통위 부위원장이 강하게 비판했다. 여당이 야당 몫 상임위원 2명을 추천하면 방통위 5인 체제를 복원할 수 있다고 판단되지만 여야 대립이 심해 협조 여부는 미지수다. 이로 인해 방통위는 2인 체제로 운영 중이며 야당은 의결 권한이 없다고 주장해 왔다. 이에 방통위는 야당의 탄핵소추안으로 인해 혼란이 지속되고 있으며 국회의원 추천을 촉구 중이다.,25.6227707862854
"김태규, 이진숙 탄핵에 야당 비판… ""상임위원 추천해달라""(종합)",2024.08.05. 오후 5:32,"
● 엔씨소프트는 2분기 영업비용이 전년대비 11% 감소한 3600억원을 기록했습니다. 인건비는 7% 감소한 1880억원으로, 퇴직 위로금 반영과 장기 인센티브 충당금 등이 감소했습니다. 본사 임원 감축과 권고 사직 프로그램으로 연말까지 4000명대 중반의 인력 감축을 목표로 합니다. 마케팅비는 리니지M 업데이트와 신작 출시로 152% 증가한 174억원을 기록했습니다.",26.036507844924927
"'권고사직' 엔씨 ""2분기 인건비 1880억원, 전년비 10%↓""",2024.08.05. 오후 4:27,"● 오픈AI가 챗GPT 부정 사용 여부를 체크하는 워터마킹 기술을 개발했지만 공개하지 않고 있습니다. 기술은 약 1년간 준비됐으며 99.9% 정확도로 챗GPT 생성 콘텐츠를 식별합니다. 이용자의 1/3은 이 기술 도입 시 챗GPT 사용을 중단할 수도 있을 것으로 우려하고 있습니다. 미국 교사의 59%는 학생들이 AI를 이용해 부정행위를 한다고 생각하며, 학교에서는 이 기술의 공개를 희망하고 있습니다. 현재 오픈AI는 기술의 악용 가능성과 이용자 반발을 고려해 공개 여부를 결정 중에 있습니다.",27.464768886566162
"“오픈AI, 논문 등에 챗GPT 이용 감지 기술 개발…공개 안 해”",2024.08.05. 오전 4:03,"
● 올해 스마트폰 출하량 예상치는 11억9500만대로 3.8% 증가할 것으로 전망됩니다. 2024년까지 3%대 성장세가 예상되며, 삼성전자는 19% 점유율을 예상하고 있습니다. 애플은 17.4%로 감소할 것으로 예상되며, 중국 업체들의 공략 활동으로 3~5위 자리를 유지할 가능성이 큽니다.화웨이는 5G 스마트폰으로 시장에 복귀하며 상위 업체들을 추격할 것으로 보입니다. 삼성전자는 AI를 강조한 폴더블폰으로 시장을 주도하고 있습니다.",28.097468852996826
'위믹스 논란' 1년여만에 장현국 재판행…코인 가격 20% 폭락,2024.08.05. 오후 6:18,"● 워런 버핏이 이끄는 버크셔해서웨이가 현금 보유량을 역대 최대로 늘리면서 주식을 대거 처분했습니다. 애플 주식을 절반가량 처분한 것으로 알려졌고, 뱅크오브아메리카 주식도 매각했습니다. 이는 주가가 기업 가치보다 과열되었다고 판단한 결과로 보입니다. 세계 증시가 급락하고 있는 가운데 코스피와 닛케이지수도 사상 최대 낙폭을 기록했습니다.",28.2429838180542
"적자 간신히 면한 엔씨, 신작·M&A에 승부건다",2024.08.05. 오후 5:41,"● 엔씨소프트가 영업이익 88억 원을 기록하며 전년 대비 75% 감소했습니다. 분기 적자를 막기 위해 비용 효율화에 집중하고 있으며, 하반기에는 새로운 신작 출시와 M&A 등을 통해 신성장 동력을 확보할 계획입니다. 모바일 게임 매출이 감소했지만 신작 게임 출시와 업데이트를 통해 실적 개선을 목표로 하고 있습니다. 또한 서브컬처 게임사에 지분·판권 투자를 진행하고 게임 플랫폼 '퍼플'을 통해 퍼블리싱 사업을 확장할 예정입니다.",28.302810668945312
"삼성전자, 올해 '1위' 예상…""스마트폰 출하량 3년 만에 반등""",2024.08.05. 오후 5:32,"● 오픈AI가 '챗GPT 사용 여부 감지 도구'를 개발했으나 외부에 공개하지 않고 있는 상황입니다. 이 도구는 콘텐츠에 워터마크를 삽입해 '챗GPT 사용 여부'를 판별하는데, 정확도는 99.9%에 이릅니다. 그러나 출시를 논의하며 논쟁 중인데, 이유로는 챗GPT 이용자 감소, 기술 무력화 우려, 그리고 억울한 의심 사례 등이 제기되고 있습니다.",28.38358974456787
"""오픈AI, '정확도 99%' AI 이용 감지 도구 개발해 놓고 비공개""... 이유는?",2024.08.05. 오후 5:30,"● 위메이드 대표인 장현국이 법정에 기소된 사실이 알려지면서 위믹스 주가가 하락했다. 위믹스는 P2E 게임 관련 가상화폐로 인기를 끌었으나 대량 매각 논란에 휩싸였다. 투자자들의 비판 속에 검찰은 장 대표를 자본시장법 위반 혐의로 기소했고, 고소 당사자들은 허위 공지로 투자자들을 속였다는 판단을 받았다. 장 대표는 현 부회장으로 자리를 내주고 위메이드 그룹 부회장 겸 위메이드맥스 공동대표로 활동 중이다.",28.50987958908081
